product_key,product_id,product_category,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,last_updated
12215,5e53af05c040b01584b81b3549945faf,Unknown,3,200,16,16,16,2025-09-21
12216,5e53d7f0369429a1b28ef093a15f7509,Unknown,3,900,45,15,30,2025-09-21
12217,5e544127b9716110dc0cf017218896c2,Unknown,1,2000,28,19,21,2025-09-21
12218,5e5528de114de0ff35f89b2d9f493c7c,Unknown,1,1350,26,31,26,2025-09-21
12219,5e55f49fd372a399eda3e1888157c8f3,Unknown,5,275,20,10,20,2025-09-21
12220,5e560c2bf4bf75f9c836af727033f3c2,Unknown,1,20500,58,28,58,2025-09-21
12221,5e56d835ab5e03badf5a23368f777341,cool_stuff,2,500,16,3,20,2025-09-21
12222,5e57a146ccdca976190821a00a059ebf,Unknown,2,411,21,19,19,2025-09-21
12223,5e5b473b781f720cd8c1bcecbdc881ce,Unknown,5,200,26,2,21,2025-09-21
12224,5e5d267a41f3d8bb608c2f0bd4b4972f,Unknown,1,357,17,12,16,2025-09-21
12225,5e6248437b2668bba62c0fdd71eaf72d,Unknown,3,1075,34,31,34,2025-09-21
12226,5e653dd3f194d07f140e40878ba2ba5f,Unknown,1,1250,16,6,12,2025-09-21
12227,5e655ad6a29335c852b7829a5e340c80,Unknown,1,800,16,16,16,2025-09-21
12228,5e65e068400cdced025ac4801d36ed4d,Unknown,2,150,20,10,15,2025-09-21
12229,5e6839a9bdfcd4d454d5f48b4f681f30,Unknown,1,900,30,4,20,2025-09-21
12230,5e6935146c2d07b17b2ca0d3e98cb1f6,Unknown,1,200,20,3,11,2025-09-21
12231,5e6cea9c30c88f6ddeab0dfd17b5c7a7,Unknown,2,175,20,20,20,2025-09-21
12232,5e702ce174d6c9fe3eaea9a5bde40a14,Unknown,3,7100,25,52,37,2025-09-21
12233,5e70a4508abd5d19bfe7f110785294c8,Unknown,3,400,22,8,15,2025-09-21
12234,5e72175cdfc45b8211c357f26d5c3b01,Unknown,2,533,54,6,37,2025-09-21
12235,5e7b701349598f3728a3eb624c6570dc,Unknown,1,1000,22,13,17,2025-09-21
12236,5e7baae596125f355d38d3823b041f1d,Unknown,1,800,19,17,15,2025-09-21
12237,5e7cc48697a854bbc6724010b0ef229a,pet_shop,1,163,18,9,14,2025-09-21
12238,5e7d879a43c998d6c60a18ea8eba7728,Unknown,6,5000,53,43,11,2025-09-21
12239,5e7f8e7aeb1f57dd83aae171dec38a73,Unknown,3,6900,95,4,55,2025-09-21
12240,5e80fe2cee2f6de9a494047ed35a2fe3,Unknown,5,700,36,21,36,2025-09-21
12241,5e859617339eaa62e0e154eaea05447b,Unknown,4,5400,45,16,35,2025-09-21
12242,5e864d9858dc9a7b55f937ed8998ffe8,Unknown,2,1100,53,9,32,2025-09-21
12243,5e8aecf4f90080173b0afd1bea6c129f,Unknown,3,200,24,13,13,2025-09-21
12244,5e8b0d21d2584970a728779743579947,Unknown,3,800,21,9,22,2025-09-21
12245,5e8b2f0b5ddd10cbaa498bc106065c2c,Unknown,4,300,20,20,20,2025-09-21
12246,5e8f674eea4267b3de326c3e2ee2c5e7,Unknown,1,300,30,5,12,2025-09-21
12247,5e939a93f81b2b628f2c09510001742a,Unknown,3,1800,45,15,35,2025-09-21
12248,5e954c4ed342c50436d25d5f50a34919,Unknown,7,3200,30,7,40,2025-09-21
12249,5e98b7fecc62c3ebeaa8252269b2d6fe,Unknown,1,1600,80,7,20,2025-09-21
12250,5e98bf1c0b10e3178f1278030034c1fb,Unknown,1,675,50,5,20,2025-09-21
12251,5e98eec44c208da92f2b66345586a229,Unknown,6,150,16,16,11,2025-09-21
12252,5e9a6c707458f23644bb74a8b9c53222,Unknown,3,19250,55,50,38,2025-09-21
12253,5e9f7e47bbd1cf91d9a98ed9fdaf6193,Unknown,2,1050,40,6,22,2025-09-21
12254,5ea060e5498eaeee39d5dc4b4525b7ac,Unknown,9,450,16,20,20,2025-09-21
12255,5ea070e7319fb213f4bfd5a468b07373,consoles_games,1,110,17,2,14,2025-09-21
12256,5ea135a7b8448e88c3fa7696860b3c3d,Unknown,2,400,20,10,16,2025-09-21
12257,5ea13888505d00f6a33b996f70a06e13,Unknown,1,500,22,16,16,2025-09-21
12258,5ea241885816f6957dfaa9a8592c6b37,Unknown,2,2550,105,3,70,2025-09-21
12259,5ea3a4fc17bd1341eeea4716d481ccfa,Unknown,2,6800,65,25,25,2025-09-21
12260,5ea3f159c3d1fbcb5f1785dbb9c984e0,Unknown,2,200,18,6,11,2025-09-21
12261,5ea82867217c7a9ce7069f6f0225da1b,Unknown,5,2450,72,4,44,2025-09-21
12262,5eaa343860dc445b3fd43d1b682809fd,Unknown,5,4800,60,30,15,2025-09-21
12263,5eae236b07a8c5db6299c7f9c3ba2e6e,Unknown,1,200,33,21,27,2025-09-21
12264,5eaec7fd1d19f063638a519d473cb200,cool_stuff,1,200,20,5,15,2025-09-21
12265,5eb0dafaaed0ede2f7957dbbef6a071c,Unknown,2,288,52,27,20,2025-09-21
12266,5eb564652db742ff8f28759cd8d2652a,Unknown,0,0,0,0,0,2025-09-21
12267,5eb7102793807195374fcd13de07eb62,Unknown,2,7350,57,28,30,2025-09-21
12268,5eb9aa8db351127bf2212636cac6e0e7,Unknown,1,475,16,14,11,2025-09-21
12269,5ebd7b81dfb60b5f6d3dde3327fa7115,Unknown,2,550,20,20,20,2025-09-21
12270,5ec12176d76d4837e3d1cf1b480daaa6,Unknown,3,300,23,20,23,2025-09-21
12271,5ec1f2abfcd415baea5b1729d4cc5f83,Unknown,3,3550,21,16,16,2025-09-21
12272,5ec2e292f7f45809fd14d9f45583e2c1,Unknown,1,350,30,18,22,2025-09-21
12273,5ec2fe11e0ac7dd57adeb453da7757dd,Unknown,1,250,16,16,16,2025-09-21
12274,5ec665da4518623a3a2d7731d56bfd68,Unknown,2,1600,31,14,12,2025-09-21
12275,5ec7e3a8dd5bc62961e497992baf4036,Unknown,2,1250,30,5,45,2025-09-21
12276,5ec9cc4e1217d387b9fedfa362b7bc24,Unknown,1,3750,42,19,25,2025-09-21
12277,5eccc2d95245db3260989916f2646afe,Unknown,2,400,60,10,45,2025-09-21
12278,5ecccfce6630fa5c5e1a9aadb8e87599,Unknown,1,200,24,9,16,2025-09-21
12279,5ece1e51ece4648de249ec6e9d007fd6,Unknown,1,15008,47,31,51,2025-09-21
12280,5ece3fdf078107e1fccade3738044135,Unknown,1,800,25,15,20,2025-09-21
12281,5ed0b8a887db0f0bf05f56d8923b0e7b,Unknown,1,855,37,13,31,2025-09-21
12282,5ed1d686373e3b3a2ddd9a4ce44f3fb2,Unknown,1,500,21,10,17,2025-09-21
12283,5ed2407e517ceac8615bb4d1ea238fe6,Unknown,1,150,19,4,11,2025-09-21
12284,5ed3835ea6f96c77bdbe416dc1a96850,Unknown,3,200,24,7,14,2025-09-21
12285,5ed39c3cfec7336d6b641fd71befc491,Unknown,1,2550,35,20,20,2025-09-21
12286,5ed8f8ea5365a7ac8c451e7c8e836231,Unknown,1,521,18,11,14,2025-09-21
12287,5ed9eaf534f6936b51d0b6c5e4d5c2e9,cool_stuff,3,600,20,20,21,2025-09-21
12288,5eda4e0f860531d5ba1fe2b23d468cab,Unknown,6,4950,20,24,21,2025-09-21
12289,5eda929e3621fe903d57208a6939acf5,Unknown,1,900,16,7,21,2025-09-21
12290,5edb58b97a719cf98b2a76f48e723f05,Unknown,2,667,30,12,16,2025-09-21
12291,5edd96075ae7fa289da48ec3b80c0c2f,Unknown,6,283,19,5,15,2025-09-21
12292,5ede6e418a361cb82ecd118bfe83ca2d,Unknown,4,350,16,12,12,2025-09-21
12293,5edf955f0c8417e3fea7288360c2e22d,Unknown,1,150,16,11,11,2025-09-21
12294,5edfda97608b60c12ad5f3139d026bfb,Unknown,2,500,23,16,18,2025-09-21
12295,5ee245f4f514e8937aa7a5ef3ec2c8b7,Unknown,1,650,52,4,42,2025-09-21
12296,5ee52854d55c499ec82dc779c98fa02c,Unknown,1,200,18,9,16,2025-09-21
12297,5ee76866fa61481c966c02a129dfac08,Unknown,1,717,18,19,15,2025-09-21
12298,5eeb7a5563e8de6571e6ef18a65477c8,Unknown,2,300,16,4,20,2025-09-21
12299,5eedf4c1aa6ce63c49b7e0c547bf0ad9,Unknown,4,14500,40,60,40,2025-09-21
12300,5eefc29e3d0cf6cbb58c63fd7e3f815f,Unknown,2,1500,43,4,30,2025-09-21
12301,5ef15970297e8282ea1f0e3ddc528503,Unknown,1,475,16,13,18,2025-09-21
12302,5ef336462ba740ddd4727319e26207e6,Unknown,1,1725,22,21,14,2025-09-21
12303,5ef5431386aa79c61253305b46525fbf,Unknown,6,1100,20,40,13,2025-09-21
12304,5ef5cddf0ad1c5140b02c2255109c31a,Unknown,1,1150,24,8,23,2025-09-21
12305,5ef700515181623872771a16d1371cd4,Unknown,1,12250,20,30,20,2025-09-21
12306,5ef85fbb12f3f0fef4e3f96985c092a0,Unknown,1,1300,32,20,22,2025-09-21
12307,5ef9e1c3025c9f6e28f8c3406de6a456,Unknown,2,350,16,2,11,2025-09-21
12308,5efb4125102dcaa9a937dc2002c96aba,Unknown,1,400,55,13,12,2025-09-21
12309,5efee6a9b8e96bec1fae4b0f26470915,Unknown,1,250,18,19,18,2025-09-21
12310,5f00c50de3d989194f0439e343480372,Unknown,1,1350,40,5,30,2025-09-21
12311,5f043cb6ec3f7dcaddf80468c523a80d,Unknown,5,100,16,9,11,2025-09-21
12312,5f0968068096bd1129c543f3fb59604b,Unknown,5,2000,40,12,40,2025-09-21
12313,5f09b4a957ee45628820bf10056a1041,Unknown,1,900,43,4,15,2025-09-21
12314,5f0a49e6e539d4e186eeddfd69db9863,Unknown,1,200,24,13,13,2025-09-21
12315,5f0bdec2fb222061ed8fe52586a5957d,Unknown,1,113,18,4,11,2025-09-21
12316,5f0e89246f7a6648983bdac37e5a16e2,Unknown,2,400,35,35,15,2025-09-21
12317,5f12f6b1738fab26e4a9d7907452c932,Unknown,4,29600,56,15,36,2025-09-21
12318,5f141d2c6058727659960a250aa940f6,Unknown,8,1100,33,13,20,2025-09-21
12319,5f16ef3125578cddb22c481431d8d0b4,Unknown,1,1050,20,16,20,2025-09-21
12320,5f19455f0c3902e89f16a6042bd4221d,Unknown,4,7600,30,31,38,2025-09-21
12321,5f1d10ccc8198967ca0278fdfd474a51,Unknown,4,5150,28,50,28,2025-09-21
12322,5f21301936c11698db6aee5444190da0,Unknown,1,367,23,12,16,2025-09-21
12323,5f24849289916bf82378a061a131fde9,Unknown,3,6000,28,22,16,2025-09-21
12324,5f24a2c5fe04fac8072d899fffa77540,Unknown,1,934,28,27,17,2025-09-21
12325,5f24f9f041b1ab4de5de1b37994952d8,Unknown,1,2250,18,8,13,2025-09-21
12326,5f2641478d7b5ffbfcf1f2b5cdff4709,Unknown,3,1950,102,8,11,2025-09-21
12327,5f26bb643760f3405efd1453e44dd68f,Unknown,2,100,17,9,11,2025-09-21
12328,5f287404fdf339bcbe657a37b6a4b048,Unknown,1,1000,36,8,28,2025-09-21
12329,5f2924ba89d5561b2b24067e375b212d,Unknown,2,593,41,13,14,2025-09-21
12330,5f2ace2fddff857d247fa4f6ec591474,Unknown,4,400,24,8,11,2025-09-21
12331,5f2ad53b751662e4c54dceffadb3804d,Unknown,2,300,18,12,12,2025-09-21
12332,5f2bbb2425de4f4853839fd12fc87d6e,Unknown,3,725,51,11,34,2025-09-21
12333,5f2d2e225329430182f0d167faa3779b,Unknown,1,1200,40,10,34,2025-09-21
12334,5f30303a0e011f4746c76054639a2afb,Unknown,2,9400,75,15,50,2025-09-21
12335,5f315c482ee138f3766f5a9169f16ba6,Unknown,1,250,16,11,11,2025-09-21
12336,5f348c2c79eb5d1eea867e7903fce1ee,Unknown,6,2900,67,14,28,2025-09-21
12337,5f39447057f5cc7964f30ec06ebf73a1,Unknown,1,650,25,12,19,2025-09-21
12338,5f3a6b9196dde7e3702ec07bbdd34fab,Unknown,1,950,30,20,30,2025-09-21
12339,5f3e86b7e537b8d2d993596c969b69a6,Unknown,1,18700,53,77,32,2025-09-21
12340,5f3f5c80596311932d5e05800909f37c,Unknown,1,400,35,10,25,2025-09-21
12341,5f416bfe77190b2f1c9de649d926e56a,Unknown,2,1150,21,34,29,2025-09-21
12342,5f42d57952b7815098979a5c4fa6f82a,Unknown,1,150,22,3,15,2025-09-21
12343,5f439ff2783a474946e17badd77aea1c,Unknown,1,1650,30,18,25,2025-09-21
12344,5f46453d68bdb906e786b6e03e9236c6,Unknown,1,900,30,20,30,2025-09-21
12345,5f4717c32cb957e5faf8d9271dce3fd5,Unknown,1,100,19,19,19,2025-09-21
12346,5f473f7d11fe0268ac5827dd45da3567,Unknown,1,200,22,13,16,2025-09-21
12347,5f47bed9e5b0a01f44ce1ae93da98e70,Unknown,1,600,20,2,15,2025-09-21
12348,5f4a2dd6b0e07a858c761e41abc8ec8c,Unknown,4,1100,20,10,20,2025-09-21
12349,5f4bceafafc1903556735cb7f2842e78,Unknown,0,200,16,2,11,2025-09-21
12350,5f4f1408e6d6f0653e18c25131dceb77,Unknown,7,500,20,20,20,2025-09-21
12351,5f4f9900058f5deda33d748e733a5292,Unknown,4,500,28,10,27,2025-09-21
12352,5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,3,15350,47,40,47,2025-09-21
12353,5f52559f184d17058ef24e705a0b4ed2,Unknown,2,200,60,16,11,2025-09-21
12354,5f537918a8fcb8d675c944266babf1d6,Unknown,3,3400,25,30,25,2025-09-21
12355,5f5bbc07d9368cd776c05cae2c71c624,Unknown,11,2200,36,21,36,2025-09-21
12356,5f5d009b0eed255c950e16ccad915ff7,Unknown,2,10750,40,46,35,2025-09-21
12357,5f5e612ca8903e6425fd6d2d3f7fe985,Unknown,1,1750,16,16,16,2025-09-21
12358,5f5ee6e720308ce93007ce17c0835883,Unknown,0,250,20,21,16,2025-09-21
12359,5f615ecff3c5de20b69151a630f1ade4,Unknown,2,200,30,4,20,2025-09-21
12360,5f61715df376d28bae7088fde14894e9,Unknown,4,6050,50,18,40,2025-09-21
12361,5f622da714951c5ae86acf68c0a03d30,Unknown,6,150,18,16,13,2025-09-21
12362,5f63102603ddd84556a92387a9821ea7,Unknown,3,150,25,3,13,2025-09-21
12363,5f6906793eb1d554d76c39398ce08693,Unknown,2,700,100,5,11,2025-09-21
12364,5f698c146787891b6b3023648609ea2e,Unknown,1,400,16,16,15,2025-09-21
12365,5f6ab61ba623091b2ced14e75d9e56a6,Unknown,1,1250,25,25,25,2025-09-21
12366,5f6b5f78a82f5ebf164b70a26447e868,Unknown,1,238,16,10,13,2025-09-21
12367,5f6b9379adaf6cf73b45229cf6eb5ec4,Unknown,1,240,17,11,14,2025-09-21
12368,5f6b99538b396c18e5e310c2c187dc8d,Unknown,1,1250,16,12,12,2025-09-21
12369,5f6d8e9b4925b2a5cb271f55aea07896,Unknown,1,2050,39,11,35,2025-09-21
12370,5f6ebc88683dcfc794febc8d8a8aeb0c,Unknown,0,400,16,4,11,2025-09-21
12371,5f728acb77ac6cfbe96f6c64d2bd4694,Unknown,1,2350,36,16,36,2025-09-21
12372,5f7403b0168eeb77bd69d462d1150222,cool_stuff,3,1400,30,30,25,2025-09-21
12373,5f754b00e7c346bd070d33ffb9f006a7,Unknown,5,250,26,26,11,2025-09-21
12374,5f76bb88bf4410580362879247ef7248,Unknown,1,9700,28,26,26,2025-09-21
12375,5f76fa92c238431e69b3f294ec7db04a,Unknown,3,100,23,2,20,2025-09-21
12376,5f79ee3b64a3af922735487fb06da429,Unknown,2,350,24,7,14,2025-09-21
12377,5f82c0dd37c20e3f5010be5f3c6a9ff1,Unknown,1,21400,48,65,48,2025-09-21
12378,5f84104353e7e051af78c2a9a1721bcd,Unknown,4,2863,53,24,26,2025-09-21
12379,5f88f5e2b16a63a297be961b7f4f2e68,Unknown,2,800,33,8,24,2025-09-21
12380,5f896a5d3a7944fc986b28d1ecfe25e6,Unknown,1,1000,39,8,33,2025-09-21
12381,5f8c74f4a3d2b616857fcb7d4dd1f61a,Unknown,1,1500,25,6,19,2025-09-21
12382,5f8c8e55a203357be71e318167b70a0c,Unknown,2,842,23,20,21,2025-09-21
12383,5f8d452952e14aea06671fcc55e9b3f2,Unknown,1,6800,45,36,19,2025-09-21
12384,5f8fd0bd52dabcd1e9e2427dccbcea18,Unknown,2,400,50,11,11,2025-09-21
12385,5f90a946d1d1d997e9f4f85cdf90ecfd,Unknown,2,167,16,10,17,2025-09-21
12386,5f92aaf8550e38b93a0e338fb805b3a4,Unknown,3,650,33,16,22,2025-09-21
12387,5f94420195fe54db4e88348ee7a0f2f2,Unknown,1,1000,53,3,53,2025-09-21
12388,5f96ea82b7c80d875fd5337033db3b6e,Unknown,6,200,16,9,11,2025-09-21
12389,5f993fcf6ce45202932c40c51466dcfe,Unknown,6,300,16,16,16,2025-09-21
12390,5fa991da1a11c022322b1e732d9f5d6d,Unknown,2,650,40,11,26,2025-09-21
12391,5fabb51e7d99bb9d824b30a637c36595,Unknown,3,1200,42,25,15,2025-09-21
12392,5facbcb58026ecb23eab5777adf310fa,Unknown,1,2150,35,25,35,2025-09-21
12393,5faf912b4044bad95a8c882863473ba5,Unknown,2,400,16,11,11,2025-09-21
12394,5faf9582cc171d5db03fdf4b80076a15,Unknown,1,23500,66,43,66,2025-09-21
12395,5fb0031ce4395d307321919f71ffbdf7,Unknown,3,859,25,20,18,2025-09-21
12396,5fb00b8c5c7ec5ea3a19223f6e8d6b40,Unknown,2,400,56,2,69,2025-09-21
12397,5fb0955cb683eb6f65a1f613e502eef5,Unknown,1,4000,50,30,40,2025-09-21
12398,5fb16f8f2e12b5272baecf3b79914523,Unknown,2,2250,43,8,33,2025-09-21
12399,5fb1e24560c31b0eaa1911d4247187ed,Unknown,3,2600,33,12,26,2025-09-21
12400,5fb3ff04cc8ff9f140b028d867a6b0f4,Unknown,3,5250,27,32,16,2025-09-21
12401,5fb61f482620cb672f5e586bb132eae9,Unknown,0,300,35,7,12,2025-09-21
12402,5fb63276a045b516c561e4be61e1109e,Unknown,2,350,27,10,16,2025-09-21
12403,5fb8e63ae576fbfbd243c50c5ce74050,Unknown,1,275,18,4,12,2025-09-21
12404,5fbfa85126d6e59188d7da79f21e9687,Unknown,1,600,22,16,16,2025-09-21
12405,5fc3e6a4b52b0c414458104ed4037f1c,Unknown,1,200,16,5,11,2025-09-21
12406,5fc604f5f76a23b94565f06a830fa835,Unknown,1,400,20,20,11,2025-09-21
12407,5fc9976b2e864ae065866725645c716e,Unknown,1,2630,26,21,23,2025-09-21
12408,5fcdc30ee64ffa6bcecc39887915109f,Unknown,1,650,19,19,19,2025-09-21
12409,5fd295ecaf1c3821da3a53a52dac90e2,Unknown,1,8950,44,40,34,2025-09-21
12410,5fd35bd0069ce2a404716901326b1336,Unknown,1,6000,16,16,16,2025-09-21
12411,5fd9aed6ebc6311283c04f5b234f5ce4,Unknown,4,225,18,18,11,2025-09-21
12412,5fda5f5969ed8a446022953a89e1c81a,Unknown,2,800,20,40,20,2025-09-21
12413,5fde2352cd9bb03105487d89242a0549,Unknown,2,1100,16,16,16,2025-09-21
12414,5fdf539153cefe3f3fd8589c6c22f191,cool_stuff,3,1700,28,36,27,2025-09-21
12415,5fe01122e6fa55994d5d842511a5a9ab,Unknown,3,700,25,25,25,2025-09-21
12416,5fe23e6307c231e287f13c0a4be06c88,Unknown,1,1350,52,25,29,2025-09-21
12417,5fe490e61e7a37f2f0d1ad1771ac027d,Unknown,2,750,22,8,12,2025-09-21
12418,5fe7fd1b8ea02958b45106dcd79874e8,Unknown,1,1050,28,14,16,2025-09-21
12419,5fe986940fc67df6769cf784fb063395,Unknown,2,150,16,5,11,2025-09-21
12420,5fea1628f3d9680db59c20a4d80c221f,Unknown,1,400,19,11,12,2025-09-21
12421,5fec075d001fba20a6bdeeb5d9b22dbe,Unknown,1,1050,16,10,16,2025-09-21
12422,5fedaa257cce9d3db6da91f9cfd815c1,Unknown,1,342,25,12,21,2025-09-21
12423,5fef486f2057e10fd91e167348812b7a,Unknown,4,1200,43,9,23,2025-09-21
12424,5ff4076c0f01eeba4f728c9e3fa2653c,Unknown,1,2000,19,38,19,2025-09-21
12425,5ff441e1a42b8812f2bd9467947a2f00,pet_shop,4,100,17,5,19,2025-09-21
12426,5ff59c5f2db7600fa8143442c8b1e4f6,Unknown,1,200,20,20,20,2025-09-21
12427,5ff6f5d729e40306d114d501700a838b,Unknown,1,300,25,5,22,2025-09-21
12428,5ffa5bcfb017e836862c86ec3fbf9045,Unknown,2,450,20,20,20,2025-09-21
12429,5ffd443a2b6ec639a1e28bc11936455a,Unknown,12,300,29,7,16,2025-09-21
12430,5ffeff2ac45b628674ce03e75ce4d6e3,Unknown,1,650,19,9,15,2025-09-21
12431,5fff011a1080f30f5ef452bf7ea65820,Unknown,3,1400,19,26,16,2025-09-21
12432,6000cda32a1e7f6919ae1fcdf1d6259a,Unknown,1,150,22,6,16,2025-09-21
12433,6001f761aeace35d6f7a724813b4a098,Unknown,2,500,25,12,20,2025-09-21
12434,6002665d65ee348dcd357c7bb2f080bd,Unknown,4,900,35,22,45,2025-09-21
12435,6004cefa8473b7ccbaf181bbf633541f,Unknown,1,15200,78,45,21,2025-09-21
12436,6004f0ea115c80b51e2f0e434233c0ca,cool_stuff,1,2225,30,33,28,2025-09-21
12437,60061c870d0d52a2c5bc678d56538fdd,Unknown,1,12200,62,62,19,2025-09-21
12438,600807028ef02560765e441c161a9da3,Unknown,3,250,21,7,15,2025-09-21
12439,600add16084eeeead5c56279ccef0d7e,cool_stuff,5,700,25,20,15,2025-09-21
12440,600dd8d6e08f57945bf0798abe1b1b5b,Unknown,1,10350,43,40,44,2025-09-21
12441,601246640d8ec23920b0755fd05caf83,Unknown,3,1531,23,20,19,2025-09-21
12442,60142008404f92c16972d1cb6dd0e3c8,Unknown,1,2000,16,20,11,2025-09-21
12443,6016ec35b91d455a84929e2066601c01,Unknown,1,325,19,10,15,2025-09-21
12444,60184212dae4e6b0da32bf54271a8c4a,Unknown,2,394,17,11,14,2025-09-21
12445,601a360bd2a916ecef0e88de72a6531a,cool_stuff,1,1600,42,25,15,2025-09-21
12446,601d52789faa7ded8408d63ccfcb4800,Unknown,1,2200,33,30,30,2025-09-21
12447,6020b332bb4a8888917d4844eba70bbe,Unknown,1,8086,19,13,13,2025-09-21
12448,6023859c9a1cfdb91a9d035c7b2a8121,Unknown,2,200,16,11,11,2025-09-21
12449,6026308f343d15d492324e7e35ba5685,Unknown,3,542,20,15,17,2025-09-21
12450,602683dfc9bccec955b0527af47a15ed,Unknown,1,650,23,3,16,2025-09-21
12451,6028c36df6f8a6a2132fce658e934a06,Unknown,1,250,16,16,11,2025-09-21
12452,6029bc50edfd5d03b89293c6316b570c,Unknown,1,1100,16,10,16,2025-09-21
12453,602b1febe645768713bc50f7ba7a3697,Unknown,1,150,16,5,14,2025-09-21
12454,602bd303d85e0e535a0767b9f1d85f91,Unknown,1,1650,32,22,11,2025-09-21
12455,602be4713d609927aca6161cf5b45220,Unknown,1,200,30,12,16,2025-09-21
12456,602c01834bee89627e66532343914a2b,Unknown,1,250,18,18,14,2025-09-21
12457,602ee3f3387f49926e16571a02c0d917,Unknown,1,1750,30,5,30,2025-09-21
12458,6030758c474a231c434e17cfa97f951b,Unknown,1,6700,60,60,16,2025-09-21
12459,6030a4783b8f3adc3d0e392b0df67064,Unknown,2,225,18,19,17,2025-09-21
12460,60314cbf527af04ebc935be7c02dc1cd,Unknown,2,750,16,6,16,2025-09-21
12461,60346eb1cf64d762ced0b37885fa844a,Unknown,4,800,36,18,27,2025-09-21
12462,60349023b5385947aa3a395689868518,Unknown,2,3000,69,11,11,2025-09-21
12463,603751cec205d947f27ef1ab32b7fb26,cool_stuff,3,700,20,20,20,2025-09-21
12464,60377afd6f6da838f980b2522636cc22,Unknown,2,10250,55,38,43,2025-09-21
12465,603a1aa9fa912225142d0857890735bf,Unknown,1,100,16,2,11,2025-09-21
12466,603e77844ae424a4842e8cb31309cffe,Unknown,4,450,34,4,16,2025-09-21
12467,604113da032d8f3ab9b435726790da30,Unknown,1,14325,33,72,44,2025-09-21
12468,60432892a0fbbe1ce188be6248a9b5fd,Unknown,2,50,16,10,11,2025-09-21
12469,6047d1b3d3841a528e860a939daa2035,Unknown,1,150,16,3,15,2025-09-21
12470,60495adb1f1a49c8aea75e5e56a47a48,Unknown,1,150,19,7,12,2025-09-21
12471,604b7e43b1486fa582ff64b375a5ff4b,Unknown,1,1300,20,11,11,2025-09-21
12472,604f77463358e12a3154c65cf2c5d3d5,Unknown,1,700,29,2,22,2025-09-21
12473,6050226662d4986e159f6649567b357d,Unknown,2,550,30,20,30,2025-09-21
12474,605050407239c811cf987c99fbabaf4d,Unknown,2,700,24,6,19,2025-09-21
12475,6050e522f532bdf1c69623a0312a39db,Unknown,2,1800,26,14,16,2025-09-21
12476,60525d5b6a1658c5eea3c64713922000,Unknown,1,1700,30,10,38,2025-09-21
12477,6054d161235b97a4aaccea2a086d30b8,Unknown,1,2300,20,20,20,2025-09-21
12478,60567eaf5cdf794639e94508ec387a82,Unknown,1,3350,62,20,40,2025-09-21
12479,60575d29211e79ad70c3f9e0626d255a,Unknown,12,250,20,15,15,2025-09-21
12480,60583a83a08e3bb8c9fd974983021a34,Unknown,5,3600,46,19,32,2025-09-21
12481,605d46a84a57229d7380e9e6a45fe180,pet_shop,3,700,76,8,11,2025-09-21
12482,605d9e1329e4d2e960090c8da53d9c86,Unknown,2,500,16,19,16,2025-09-21
12483,606a5b6dec14661643801e2cbf308b04,Unknown,1,600,16,35,25,2025-09-21
12484,606b5bf4a5c5ac2f72196afa18b77d3d,Unknown,1,550,16,11,11,2025-09-21
12485,606bfa78f6209099f25529bb1211522f,Unknown,2,4000,52,6,52,2025-09-21
12486,606fe329bc6b2d8d63f8d787cd5d0960,Unknown,1,92,18,17,12,2025-09-21
12487,6070b7a31286e70e682b07423492f35c,Unknown,1,1900,35,44,35,2025-09-21
12488,607533a152a7db3664c7bd5b24fa0e36,Unknown,1,613,37,20,38,2025-09-21
12489,607e65dd8675090ad3f4b936fe6866f6,pet_shop,3,14400,30,50,32,2025-09-21
12490,607ef4aa416b93fdeb2a811c2c73ad81,Unknown,1,1650,46,3,34,2025-09-21
12491,607fc06d7055bbb7c7649810df3bc0fe,Unknown,1,300,19,17,15,2025-09-21
12492,60831f149488243f31618867accce8cd,Unknown,4,3250,65,13,36,2025-09-21
12493,608396ec032711eb443596cb8cdce050,Unknown,1,500,16,10,16,2025-09-21
12494,6085250f7b172d15b2fd69b85ca4808e,Unknown,1,200,18,9,16,2025-09-21
12495,6086d4e24d4dd50521452e49bde06628,Unknown,1,5500,56,21,42,2025-09-21
12496,608af629c5b520efe1caf06e1cfc4abc,Unknown,1,18050,53,77,33,2025-09-21
12497,608b018a4443a457a5cd1e58de213cb2,Unknown,1,300,22,4,11,2025-09-21
12498,608e8b2a725333b7f6c8cec028b90698,Unknown,1,200,21,8,12,2025-09-21
12499,608f44934fbb70de5e05998ae59f4e46,Unknown,1,150,22,3,15,2025-09-21
12500,609092e5b5c4a202878eb9ba03b47793,Unknown,2,500,20,18,18,2025-09-21
12501,60963bbf9e011d8eec21c515ff623fba,Unknown,1,900,25,9,23,2025-09-21
12502,6097eebec473cdb11826ddc1b331058e,Unknown,4,900,35,10,35,2025-09-21
12503,609b1b50202d276e56b2468006fa82aa,Unknown,1,1075,29,27,18,2025-09-21
12504,609c35bf8122d5ab8186ed7a6bfcd843,Unknown,1,250,18,8,18,2025-09-21
12505,609fbd406d12c21df437041d36421dbb,Unknown,1,1600,47,6,41,2025-09-21
12506,60a233b2fb18e7982bd7a653c23d5a99,Unknown,3,3500,40,20,40,2025-09-21
